sc,	sm,	mu_c,	mu_m,	lnZ,	D,	d 
1.337,	1.558,	0.7333,	0.1,	-243.3,	4.053,	1.675
1.558,	1.558,	0.7333,	0.1,	-243.9,	4.42,	2.258
1.779,	1.558,	0.7333,	0.1,	-243.9,	4.579,	1.75
2.0,	1.558,	0.7333,	0.1,	-244.2,	4.828,	2.002
0.01,	1.779,	0.7333,	0.1,	-262.7,	2.779,	1.46
0.2311,	1.779,	0.7333,	0.1,	-244.2,	4.743,	2.478
0.4522,	1.779,	0.7333,	0.1,	-243.4,	4.008,	2.319
0.6733,	1.779,	0.7333,	0.1,	-243.0,	3.549,	2.052
0.8944,	1.779,	0.7333,	0.1,	-243.6,	4.125,	2.368
1.116,	1.779,	0.7333,	0.1,	-244.1,	4.828,	1.978
1.337,	1.779,	0.7333,	0.1,	-243.8,	4.542,	1.922
1.558,	1.779,	0.7333,	0.1,	-244.4,	5.021,	2.024
1.779,	1.779,	0.7333,	0.1,	-243.4,	4.067,	1.885
2.0,	1.779,	0.7333,	0.1,	-243.5,	4.23,	1.686
0.01,	2.0,	0.7333,	0.1,	-262.9,	2.974,	1.943
0.2311,	2.0,	0.7333,	0.1,	-243.8,	4.317,	2.472
0.4522,	2.0,	0.7333,	0.1,	-243.6,	4.17,	2.408
0.6733,	2.0,	0.7333,	0.1,	-243.8,	4.419,	1.971
0.8944,	2.0,	0.7333,	0.1,	-243.1,	3.92,	1.823
1.116,	2.0,	0.7333,	0.1,	-243.8,	4.407,	2.113
1.337,	2.0,	0.7333,	0.1,	-244.0,	4.577,	2.184
1.558,	2.0,	0.7333,	0.1,	-244.2,	4.794,	2.116
1.779,	2.0,	0.7333,	0.1,	-244.2,	4.653,	2.557
2.0,	2.0,	0.7333,	0.1,	-244.2,	4.949,	1.812
0.01,	0.01,	0.9444,	0.1,	-719.8,	21.14,	26.68
0.2311,	0.01,	0.9444,	0.1,	-714.0,	22.27,	31.78
0.4522,	0.01,	0.9444,	0.1,	-719.0,	17.08,	53.25
0.6733,	0.01,	0.9444,	0.1,	-718.7,	21.6,	70.81
0.8944,	0.01,	0.9444,	0.1,	-717.8,	22.38,	76.23
1.116,	0.01,	0.9444,	0.1,	-716.9,	23.7,	31.97
1.337,	0.01,	0.9444,	0.1,	-720.2,	18.84,	66.69
1.558,	0.01,	0.9444,	0.1,	-716.4,	20.38,	24.3
1.779,	0.01,	0.9444,	0.1,	-718.4,	24.27,	31.47
2.0,	0.01,	0.9444,	0.1,	-720.1,	17.67,	22.1
0.01,	0.2311,	0.9444,	0.1,	-265.4,	20.35,	4.512
0.2311,	0.2311,	0.9444,	0.1,	-261.9,	21.43,	5.69
0.4522,	0.2311,	0.9444,	0.1,	-261.3,	20.71,	6.74
0.6733,	0.2311,	0.9444,	0.1,	-261.3,	21.12,	5.854
0.8944,	0.2311,	0.9444,	0.1,	-262.9,	22.65,	4.936
1.116,	0.2311,	0.9444,	0.1,	-261.2,	21.13,	4.766
1.337,	0.2311,	0.9444,	0.1,	-261.9,	21.57,	4.897
1.558,	0.2311,	0.9444,	0.1,	-263.2,	23.07,	4.245
1.779,	0.2311,	0.9444,	0.1,	-260.0,	20.18,	3.239
2.0,	0.2311,	0.9444,	0.1,	-262.7,	22.27,	7.094
0.01,	0.4522,	0.9444,	0.1,	-251.4,	7.459,	1.508
0.2311,	0.4522,	0.9444,	0.1,	-247.4,	8.074,	2.287
0.4522,	0.4522,	0.9444,	0.1,	-246.9,	7.434,	2.426
0.6733,	0.4522,	0.9444,	0.1,	-247.3,	7.688,	2.587
0.8944,	0.4522,	0.9444,	0.1,	-247.2,	7.84,	2.121
1.116,	0.4522,	0.9444,	0.1,	-247.5,	8.31,	1.653
1.337,	0.4522,	0.9444,	0.1,	-248.3,	8.813,	2.284
1.558,	0.4522,	0.9444,	0.1,	-247.6,	8.212,	1.579
1.779,	0.4522,	0.9444,	0.1,	-248.2,	8.88,	1.867
2.0,	0.4522,	0.9444,	0.1,	-248.5,	9.253,	1.752
0.01,	0.6733,	0.9444,	0.1,	-248.6,	4.711,	1.029
0.2311,	0.6733,	0.9444,	0.1,	-243.8,	4.527,	1.76
0.4522,	0.6733,	0.9444,	0.1,	-243.8,	4.589,	1.758
0.6733,	0.6733,	0.9444,	0.1,	-244.8,	5.421,	1.929
0.8944,	0.6733,	0.9444,	0.1,	-244.7,	5.511,	2.011
1.116,	0.6733,	0.9444,	0.1,	-245.0,	5.796,	1.708
1.337,	0.6733,	0.9444,	0.1,	-245.1,	5.81,	1.739
1.558,	0.6733,	0.9444,	0.1,	-244.8,	5.504,	1.77
1.779,	0.6733,	0.9444,	0.1,	-245.2,	5.963,	1.733
2.0,	0.6733,	0.9444,	0.1,	-245.9,	6.52,	1.972
0.01,	0.8944,	0.9444,	0.1,	-247.3,	3.381,	1.157
0.2311,	0.8944,	0.9444,	0.1,	-242.9,	3.529,	1.781
0.4522,	0.8944,	0.9444,	0.1,	-243.3,	4.089,	1.904
0.6733,	0.8944,	0.9444,	0.1,	-243.4,	4.177,	1.838
0.8944,	0.8944,	0.9444,	0.1,	-244.0,	4.565,	2.278
1.116,	0.8944,	0.9444,	0.1,	-244.1,	4.771,	1.888
1.337,	0.8944,	0.9444,	0.1,	-244.5,	5.133,	2.109
1.558,	0.8944,	0.9444,	0.1,	-244.3,	5.066,	1.931
1.779,	0.8944,	0.9444,	0.1,	-245.0,	5.73,	1.704
2.0,	0.8944,	0.9444,	0.1,	-244.8,	5.43,	2.154
0.01,	1.116,	0.9444,	0.1,	-247.0,	3.12,	1.3
0.2311,	1.116,	0.9444,	0.1,	-242.7,	3.385,	1.947
0.4522,	1.116,	0.9444,	0.1,	-243.0,	3.666,	1.955
0.6733,	1.116,	0.9444,	0.1,	-242.9,	3.619,	1.892
0.8944,	1.116,	0.9444,	0.1,	-243.6,	4.175,	1.92
1.116,	1.116,	0.9444,	0.1,	-243.7,	4.353,	2.233
1.337,	1.116,	0.9444,	0.1,	-243.4,	4.094,	1.981
1.558,	1.116,	0.9444,	0.1,	-243.8,	4.389,	2.051
1.779,	1.116,	0.9444,	0.1,	-243.5,	4.192,	1.555
2.0,	1.116,	0.9444,	0.1,	-243.7,	4.405,	1.625
0.01,	1.337,	0.9444,	0.1,	-246.7,	2.912,	1.103
0.2311,	1.337,	0.9444,	0.1,	-243.0,	3.548,	1.994
0.4522,	1.337,	0.9444,	0.1,	-242.9,	3.653,	1.879
0.6733,	1.337,	0.9444,	0.1,	-243.1,	3.672,	2.238
0.8944,	1.337,	0.9444,	0.1,	-243.5,	4.109,	2.177
1.116,	1.337,	0.9444,	0.1,	-243.1,	3.848,	1.844
1.337,	1.337,	0.9444,	0.1,	-243.5,	4.096,	2.01
1.558,	1.337,	0.9444,	0.1,	-244.1,	4.812,	1.85
1.779,	1.337,	0.9444,	0.1,	-243.9,	4.651,	1.655
2.0,	1.337,	0.9444,	0.1,	-244.2,	4.747,	2.002
0.01,	1.558,	0.9444,	0.1,	-246.7,	2.808,	0.9692
0.2311,	1.558,	0.9444,	0.1,	-242.3,	2.843,	1.881
0.4522,	1.558,	0.9444,	0.1,	-242.9,	3.621,	1.813
0.6733,	1.558,	0.9444,	0.1,	-243.0,	3.683,	1.734
0.8944,	1.558,	0.9444,	0.1,	-243.6,	4.25,	2.131
1.116,	1.558,	0.9444,	0.1,	-243.3,	3.929,	1.99
1.337,	1.558,	0.9444,	0.1,	-243.9,	4.647,	1.636
1.558,	1.558,	0.9444,	0.1,	-243.4,	4.016,	2.067
1.779,	1.558,	0.9444,	0.1,	-243.5,	4.292,	1.665
2.0,	1.558,	0.9444,	0.1,	-243.9,	4.676,	2.058
0.01,	1.779,	0.9444,	0.1,	-246.5,	2.531,	1.274
0.2311,	1.779,	0.9444,	0.1,	-242.8,	3.587,	1.685
0.4522,	1.779,	0.9444,	0.1,	-242.8,	3.547,	1.679
0.6733,	1.779,	0.9444,	0.1,	-243.3,	3.823,	2.51
0.8944,	1.779,	0.9444,	0.1,	-243.3,	3.811,	2.001
1.116,	1.779,	0.9444,	0.1,	-243.7,	4.373,	2.13
1.337,	1.779,	0.9444,	0.1,	-243.5,	4.083,	2.094
1.558,	1.779,	0.9444,	0.1,	-243.1,	3.897,	1.733
1.779,	1.779,	0.9444,	0.1,	-243.6,	4.086,	2.155
2.0,	1.779,	0.9444,	0.1,	-243.9,	4.297,	2.561
0.01,	2.0,	0.9444,	0.1,	-247.0,	3.082,	1.057
0.2311,	2.0,	0.9444,	0.1,	-243.0,	3.689,	1.905
0.4522,	2.0,	0.9444,	0.1,	-242.5,	3.23,	1.871
0.6733,	2.0,	0.9444,	0.1,	-243.2,	3.924,	1.87
0.8944,	2.0,	0.9444,	0.1,	-243.1,	3.894,	1.633
1.116,	2.0,	0.9444,	0.1,	-243.9,	4.631,	2.059
1.337,	2.0,	0.9444,	0.1,	-243.8,	4.472,	2.148
1.558,	2.0,	0.9444,	0.1,	-243.3,	4.011,	1.783
1.779,	2.0,	0.9444,	0.1,	-243.6,	4.385,	1.657
2.0,	2.0,	0.9444,	0.1,	-243.7,	4.397,	2.038
0.01,	0.01,	1.156,	0.1,	-715.0,	20.89,	38.38
0.2311,	0.01,	1.156,	0.1,	-715.4,	19.82,	43.04
0.4522,	0.01,	1.156,	0.1,	-715.8,	21.54,	51.18
0.6733,	0.01,	1.156,	0.1,	-719.2,	22.9,	73.5
0.8944,	0.01,	1.156,	0.1,	-717.1,	21.52,	28.88
1.116,	0.01,	1.156,	0.1,	-719.2,	23.19,	63.41
1.337,	0.01,	1.156,	0.1,	-718.4,	24.57,	34.44
1.558,	0.01,	1.156,	0.1,	-717.8,	22.71,	36.54
1.779,	0.01,	1.156,	0.1,	-721.7,	22.79,	106.8
2.0,	0.01,	1.156,	0.1,	-716.9,	23.42,	27.45
0.01,	0.2311,	1.156,	0.1,	-259.5,	19.76,	4.053
0.2311,	0.2311,	1.156,	0.1,	-259.4,	19.67,	4.096
0.4522,	0.2311,	1.156,	0.1,	-261.5,	21.51,	4.146
0.6733,	0.2311,	1.156,	0.1,	-263.1,	23.29,	3.66
0.8944,	0.2311,	1.156,	0.1,	-263.1,	23.17,	5.134
1.116,	0.2311,	1.156,	0.1,	-263.1,	23.16,	4.567
1.337,	0.2311,	1.156,	0.1,	-262.6,	22.57,	4.048
1.558,	0.2311,	1.156,	0.1,	-260.9,	20.84,	3.602
1.779,	0.2311,	1.156,	0.1,	-261.8,	21.66,	3.932
2.0,	0.2311,	1.156,	0.1,	-263.5,	24.02,	4.26
0.01,	0.4522,	1.156,	0.1,	-246.0,	7.177,	1.033
0.2311,	0.4522,	1.156,	0.1,	-247.2,	7.916,	2.0
0.4522,	0.4522,	1.156,	0.1,	-246.7,	7.818,	1.308
0.6733,	0.4522,	1.156,	0.1,	-248.2,	8.894,	1.906
0.8944,	0.4522,	1.156,	0.1,	-248.7,	9.353,	2.301
1.116,	0.4522,	1.156,	0.1,	-248.5,	9.046,	1.917
1.337,	0.4522,	1.156,	0.1,	-249.1,	9.779,	2.203
1.558,	0.4522,	1.156,	0.1,	-248.3,	8.864,	2.428
1.779,	0.4522,	1.156,	0.1,	-248.6,	9.432,	1.608
2.0,	0.4522,	1.156,	0.1,	-248.5,	9.257,	2.041
0.01,	0.6733,	1.156,	0.1,	-242.8,	3.979,	0.8404
0.2311,	0.6733,	1.156,	0.1,	-243.9,	4.621,	1.941
0.4522,	0.6733,	1.156,	0.1,	-244.8,	5.355,	2.007
0.6733,	0.6733,	1.156,	0.1,	-245.2,	5.846,	1.955
0.8944,	0.6733,	1.156,	0.1,	-245.5,	6.009,	2.293
1.116,	0.6733,	1.156,	0.1,	-245.4,	6.135,	2.001
1.337,	0.6733,	1.156,	0.1,	-245.8,	6.352,	1.935
1.558,	0.6733,	1.156,	0.1,	-246.1,	6.641,	2.543
1.779,	0.6733,	1.156,	0.1,	-246.0,	6.609,	2.3
2.0,	0.6733,	1.156,	0.1,	-246.5,	7.062,	2.384
0.01,	0.8944,	1.156,	0.1,	-242.0,	3.09,	1.092
0.2311,	0.8944,	1.156,	0.1,	-243.2,	3.957,	1.741
0.4522,	0.8944,	1.156,	0.1,	-243.6,	4.311,	1.556
0.6733,	0.8944,	1.156,	0.1,	-243.8,	4.405,	2.403
0.8944,	0.8944,	1.156,	0.1,	-244.5,	5.109,	2.03
1.116,	0.8944,	1.156,	0.1,	-244.9,	5.577,	1.723
1.337,	0.8944,	1.156,	0.1,	-245.0,	5.656,	2.085
1.558,	0.8944,	1.156,	0.1,	-245.0,	5.535,	1.993
1.779,	0.8944,	1.156,	0.1,	-245.3,	6.043,	2.024
2.0,	0.8944,	1.156,	0.1,	-245.1,	5.8,	1.912
0.01,	1.116,	1.156,	0.1,	-242.2,	3.316,	0.939
0.2311,	1.116,	1.156,	0.1,	-242.6,	3.448,	1.454
0.4522,	1.116,	1.156,	0.1,	-243.2,	3.889,	1.674
0.6733,	1.116,	1.156,	0.1,	-243.6,	4.16,	1.833
0.8944,	1.116,	1.156,	0.1,	-244.3,	5.046,	1.856
1.116,	1.116,	1.156,	0.1,	-244.1,	4.743,	1.854
1.337,	1.116,	1.156,	0.1,	-244.8,	5.522,	1.944
1.558,	1.116,	1.156,	0.1,	-244.2,	4.72,	2.443
1.779,	1.116,	1.156,	0.1,	-244.4,	4.946,	2.364
2.0,	1.116,	1.156,	0.1,	-244.7,	5.323,	2.071
0.01,	1.337,	1.156,	0.1,	-241.9,	3.042,	0.7585
0.2311,	1.337,	1.156,	0.1,	-242.8,	3.525,	1.713
0.4522,	1.337,	1.156,	0.1,	-243.3,	3.935,	1.938
0.6733,	1.337,	1.156,	0.1,	-243.9,	4.646,	1.901
0.8944,	1.337,	1.156,	0.1,	-244.4,	5.064,	2.185
1.116,	1.337,	1.156,	0.1,	-244.0,	4.615,	1.726
1.337,	1.337,	1.156,	0.1,	-243.3,	4.173,	1.428
1.558,	1.337,	1.156,	0.1,	-244.4,	4.916,	2.239
1.779,	1.337,	1.156,	0.1,	-244.8,	5.286,	2.35
2.0,	1.337,	1.156,	0.1,	-244.3,	4.925,	1.906
0.01,	1.558,	1.156,	0.1,	-241.4,	2.583,	0.7599
0.2311,	1.558,	1.156,	0.1,	-242.2,	2.938,	1.185
0.4522,	1.558,	1.156,	0.1,	-242.9,	3.67,	1.333
0.6733,	1.558,	1.156,	0.1,	-243.5,	4.178,	2.202
0.8944,	1.558,	1.156,	0.1,	-243.4,	4.168,	1.962
1.116,	1.558,	1.156,	0.1,	-244.1,	4.712,	2.225
1.337,	1.558,	1.156,	0.1,	-243.8,	4.331,	1.907
1.558,	1.558,	1.156,	0.1,	-244.4,	5.142,	1.893
1.779,	1.558,	1.156,	0.1,	-244.8,	5.622,	2.041
2.0,	1.558,	1.156,	0.1,	-244.2,	4.936,	1.845
0.01,	1.779,	1.156,	0.1,	-241.2,	2.395,	0.853
0.2311,	1.779,	1.156,	0.1,	-243.2,	3.784,	2.104
0.4522,	1.779,	1.156,	0.1,	-243.1,	3.9,	1.599
0.6733,	1.779,	1.156,	0.1,	-243.6,	4.31,	1.624
0.8944,	1.779,	1.156,	0.1,	-243.7,	4.36,	1.972
1.116,	1.779,	1.156,	0.1,	-244.0,	4.574,	2.029
1.337,	1.779,	1.156,	0.1,	-245.1,	5.685,	2.222
1.558,	1.779,	1.156,	0.1,	-244.3,	4.931,	1.722
1.779,	1.779,	1.156,	0.1,	-244.7,	5.265,	2.101
2.0,	1.779,	1.156,	0.1,	-244.7,	5.309,	2.29
0.01,	2.0,	1.156,	0.1,	-241.6,	2.626,	1.161
0.2311,	2.0,	1.156,	0.1,	-242.2,	3.019,	1.342
0.4522,	2.0,	1.156,	0.1,	-243.4,	4.044,	2.048
0.6733,	2.0,	1.156,	0.1,	-243.5,	4.247,	1.452
0.8944,	2.0,	1.156,	0.1,	-244.4,	5.057,	1.987
1.116,	2.0,	1.156,	0.1,	-244.3,	4.949,	2.097
1.337,	2.0,	1.156,	0.1,	-244.2,	4.799,	2.014
1.558,	2.0,	1.156,	0.1,	-244.4,	5.11,	1.808
1.779,	2.0,	1.156,	0.1,	-244.5,	5.11,	1.703
2.0,	2.0,	1.156,	0.1,	-244.7,	5.369,	1.834
0.01,	0.01,	1.367,	0.1,	-723.7,	22.24,	46.4
0.2311,	0.01,	1.367,	0.1,	-723.5,	24.98,	42.23
0.4522,	0.01,	1.367,	0.1,	-726.1,	21.8,	63.24
0.6733,	0.01,	1.367,	0.1,	-725.4,	23.02,	58.28
0.8944,	0.01,	1.367,	0.1,	-725.2,	24.88,	53.8
1.116,	0.01,	1.367,	0.1,	-726.7,	21.85,	65.73
1.337,	0.01,	1.367,	0.1,	-726.7,	21.84,	70.79
1.558,	0.01,	1.367,	0.1,	-727.5,	20.28,	79.59
1.779,	0.01,	1.367,	0.1,	-724.9,	20.97,	30.38
2.0,	0.01,	1.367,	0.1,	-726.6,	24.89,	62.82
0.01,	0.2311,	1.367,	0.1,	-265.2,	19.8,	3.748
0.2311,	0.2311,	1.367,	0.1,	-268.2,	21.87,	5.825
0.4522,	0.2311,	1.367,	0.1,	-267.9,	22.05,	5.544
0.6733,	0.2311,	1.367,	0.1,	-268.3,	22.0,	4.978
0.8944,	0.2311,	1.367,	0.1,	-268.5,	22.26,	5.328
1.116,	0.2311,	1.367,	0.1,	-272.2,	25.38,	6.826
1.337,	0.2311,	1.367,	0.1,	-267.6,	21.8,	5.305
1.558,	0.2311,	1.367,	0.1,	-270.4,	25.07,	2.36
1.779,	0.2311,	1.367,	0.1,	-267.1,	21.28,	5.85
2.0,	0.2311,	1.367,	0.1,	-269.5,	23.44,	4.852
0.01,	0.4522,	1.367,	0.1,	-251.2,	6.273,	1.054
0.2311,	0.4522,	1.367,	0.1,	-253.9,	8.588,	2.79
0.4522,	0.4522,	1.367,	0.1,	-254.4,	8.885,	2.255
0.6733,	0.4522,	1.367,	0.1,	-254.3,	8.87,	2.398
0.8944,	0.4522,	1.367,	0.1,	-254.8,	9.215,	2.927
1.116,	0.4522,	1.367,	0.1,	-256.6,	10.98,	3.39
1.337,	0.4522,	1.367,	0.1,	-256.2,	10.64,	3.334
1.558,	0.4522,	1.367,	0.1,	-256.3,	10.8,	3.13
1.779,	0.4522,	1.367,	0.1,	-256.2,	10.63,	2.502
2.0,	0.4522,	1.367,	0.1,	-256.1,	10.84,	2.463
0.01,	0.6733,	1.367,	0.1,	-249.5,	4.6,	1.25
0.2311,	0.6733,	1.367,	0.1,	-251.0,	5.591,	2.287
0.4522,	0.6733,	1.367,	0.1,	-251.9,	6.473,	2.647
0.6733,	0.6733,	1.367,	0.1,	-252.0,	6.598,	2.311
0.8944,	0.6733,	1.367,	0.1,	-252.5,	6.868,	3.022
1.116,	0.6733,	1.367,	0.1,	-252.0,	6.493,	3.15
1.337,	0.6733,	1.367,	0.1,	-252.6,	7.346,	2.252
1.558,	0.6733,	1.367,	0.1,	-252.2,	6.799,	2.124
1.779,	0.6733,	1.367,	0.1,	-253.2,	7.743,	2.96
2.0,	0.6733,	1.367,	0.1,	-253.4,	7.986,	2.843
0.01,	0.8944,	1.367,	0.1,	-248.2,	3.426,	1.001
0.2311,	0.8944,	1.367,	0.1,	-250.1,	4.463,	2.826
0.4522,	0.8944,	1.367,	0.1,	-251.3,	5.803,	2.616
0.6733,	0.8944,	1.367,	0.1,	-251.4,	5.794,	3.038
0.8944,	0.8944,	1.367,	0.1,	-251.9,	6.175,	3.091
1.116,	0.8944,	1.367,	0.1,	-251.3,	5.811,	2.102
1.337,	0.8944,	1.367,	0.1,	-251.8,	6.416,	2.505
1.558,	0.8944,	1.367,	0.1,	-251.9,	6.264,	3.162
1.779,	0.8944,	1.367,	0.1,	-252.2,	6.723,	2.504
2.0,	0.8944,	1.367,	0.1,	-251.9,	6.261,	3.04
0.01,	1.116,	1.367,	0.1,	-248.1,	3.225,	0.9868
0.2311,	1.116,	1.367,	0.1,	-250.6,	4.814,	3.275
0.4522,	1.116,	1.367,	0.1,	-250.4,	4.783,	2.611
0.6733,	1.116,	1.367,	0.1,	-251.0,	5.49,	2.765
0.8944,	1.116,	1.367,	0.1,	-251.1,	5.521,	3.136
1.116,	1.116,	1.367,	0.1,	-250.7,	5.354,	1.938
1.337,	1.116,	1.367,	0.1,	-251.5,	5.894,	3.139
1.558,	1.116,	1.367,	0.1,	-251.6,	6.19,	2.136
1.779,	1.116,	1.367,	0.1,	-251.8,	6.426,	2.582
2.0,	1.116,	1.367,	0.1,	-252.2,	6.769,	2.566
0.01,	1.337,	1.367,	0.1,	-247.6,	2.803,	0.8528
0.2311,	1.337,	1.367,	0.1,	-250.0,	4.569,	3.113
0.4522,	1.337,	1.367,	0.1,	-250.4,	4.911,	2.365
0.6733,	1.337,	1.367,	0.1,	-250.9,	5.262,	3.015
0.8944,	1.337,	1.367,	0.1,	-250.4,	4.88,	2.466
1.116,	1.337,	1.367,	0.1,	-250.8,	5.284,	2.534
1.337,	1.337,	1.367,	0.1,	-251.1,	5.675,	2.398
1.558,	1.337,	1.367,	0.1,	-251.9,	6.144,	3.364
1.779,	1.337,	1.367,	0.1,	-251.8,	6.26,	2.75
2.0,	1.337,	1.367,	0.1,	-252.3,	6.656,	2.964
0.01,	1.558,	1.367,	0.1,	-247.5,	2.67,	1.087
0.2311,	1.558,	1.367,	0.1,	-249.4,	3.997,	2.654
0.4522,	1.558,	1.367,	0.1,	-250.7,	5.063,	3.239
0.6733,	1.558,	1.367,	0.1,	-250.7,	5.216,	2.443
0.8944,	1.558,	1.367,	0.1,	-250.9,	5.372,	2.698
1.116,	1.558,	1.367,	0.1,	-251.3,	5.646,	3.323
1.337,	1.558,	1.367,	0.1,	-251.5,	6.021,	2.497
1.558,	1.558,	1.367,	0.1,	-251.5,	5.966,	2.927
1.779,	1.558,	1.367,	0.1,	-251.3,	5.727,	2.694
2.0,	1.558,	1.367,	0.1,	-252.1,	6.396,	2.989
0.01,	1.779,	1.367,	0.1,	-247.8,	2.978,	0.9967
0.2311,	1.779,	1.367,	0.1,	-249.7,	4.213,	3.24
0.4522,	1.779,	1.367,	0.1,	-250.6,	5.065,	3.015
0.6733,	1.779,	1.367,	0.1,	-251.1,	5.585,	2.866
0.8944,	1.779,	1.367,	0.1,	-250.8,	5.284,	2.303
1.116,	1.779,	1.367,	0.1,	-251.1,	5.577,	2.752
1.337,	1.779,	1.367,	0.1,	-251.3,	5.97,	2.75
1.558,	1.779,	1.367,	0.1,	-251.3,	5.958,	2.173
1.779,	1.779,	1.367,	0.1,	-251.7,	6.335,	2.627
2.0,	1.779,	1.367,	0.1,	-251.3,	5.785,	2.282
0.01,	2.0,	1.367,	0.1,	-247.8,	2.933,	0.9076
0.2311,	2.0,	1.367,	0.1,	-250.1,	4.315,	2.815
0.4522,	2.0,	1.367,	0.1,	-250.3,	4.665,	3.054
0.6733,	2.0,	1.367,	0.1,	-251.1,	5.555,	2.543
0.8944,	2.0,	1.367,	0.1,	-250.9,	5.387,	2.68
1.116,	2.0,	1.367,	0.1,	-251.2,	5.848,	2.335
1.337,	2.0,	1.367,	0.1,	-252.1,	6.562,	3.086
1.558,	2.0,	1.367,	0.1,	-251.6,	6.294,	2.344
1.779,	2.0,	1.367,	0.1,	-251.8,	6.28,	3.109
2.0,	2.0,	1.367,	0.1,	-251.9,	6.32,	2.878
0.01,	0.01,	1.578,	0.1,	-741.0,	21.82,	84.81
0.2311,	0.01,	1.578,	0.1,	-740.7,	22.59,	43.7
0.4522,	0.01,	1.578,	0.1,	-742.7,	21.01,	55.36
0.6733,	0.01,	1.578,	0.1,	-742.2,	23.08,	38.04
0.8944,	0.01,	1.578,	0.1,	-742.1,	24.56,	37.16
1.116,	0.01,	1.578,	0.1,	-743.3,	24.12,	86.44
1.337,	0.01,	1.578,	0.1,	-743.4,	26.78,	49.65
1.558,	0.01,	1.578,	0.1,	-742.4,	25.45,	20.04
1.779,	0.01,	1.578,	0.1,	-745.0,	22.32,	66.67
2.0,	0.01,	1.578,	0.1,	-745.3,	24.47,	70.82
0.01,	0.2311,	1.578,	0.1,	-281.8,	18.95,	5.342
0.2311,	0.2311,	1.578,	0.1,	-283.6,	20.84,	5.324
0.4522,	0.2311,	1.578,	0.1,	-288.2,	24.76,	6.719
0.6733,	0.2311,	1.578,	0.1,	-284.6,	21.4,	6.013
0.8944,	0.2311,	1.578,	0.1,	-286.4,	23.47,	4.897
1.116,	0.2311,	1.578,	0.1,	-285.2,	21.49,	6.461
1.337,	0.2311,	1.578,	0.1,	-287.4,	23.96,	4.584
1.558,	0.2311,	1.578,	0.1,	-287.9,	25.1,	5.552
1.779,	0.2311,	1.578,	0.1,	-288.2,	25.11,	6.116
2.0,	0.2311,	1.578,	0.1,	-286.6,	23.42,	4.437
0.01,	0.4522,	1.578,	0.1,	-268.6,	6.611,	1.529
0.2311,	0.4522,	1.578,	0.1,	-271.3,	8.899,	2.184
0.4522,	0.4522,	1.578,	0.1,	-272.9,	10.45,	2.944
0.6733,	0.4522,	1.578,	0.1,	-272.3,	9.876,	2.91
0.8944,	0.4522,	1.578,	0.1,	-272.1,	9.726,	2.543
1.116,	0.4522,	1.578,	0.1,	-272.7,	10.5,	2.243
1.337,	0.4522,	1.578,	0.1,	-273.3,	10.97,	2.89
1.558,	0.4522,	1.578,	0.1,	-273.9,	11.49,	2.992
1.779,	0.4522,	1.578,	0.1,	-273.7,	11.16,	2.993
2.0,	0.4522,	1.578,	0.1,	-273.7,	11.24,	2.72
0.01,	0.6733,	1.578,	0.1,	-266.1,	4.233,	1.279
0.2311,	0.6733,	1.578,	0.1,	-269.0,	6.454,	3.152
0.4522,	0.6733,	1.578,	0.1,	-269.5,	6.874,	3.542
0.6733,	0.6733,	1.578,	0.1,	-270.3,	7.83,	3.076
0.8944,	0.6733,	1.578,	0.1,	-270.3,	7.963,	2.712
1.116,	0.6733,	1.578,	0.1,	-270.2,	7.632,	2.803
1.337,	0.6733,	1.578,	0.1,	-270.4,	7.722,	2.975
1.558,	0.6733,	1.578,	0.1,	-270.3,	7.845,	2.65
1.779,	0.6733,	1.578,	0.1,	-271.7,	9.11,	3.26
2.0,	0.6733,	1.578,	0.1,	-270.8,	8.4,	2.973
0.01,	0.8944,	1.578,	0.1,	-265.3,	3.33,	1.423
0.2311,	0.8944,	1.578,	0.1,	-267.9,	5.172,	3.65
0.4522,	0.8944,	1.578,	0.1,	-269.0,	6.402,	2.825
0.6733,	0.8944,	1.578,	0.1,	-269.2,	6.597,	3.062
0.8944,	0.8944,	1.578,	0.1,	-269.7,	7.05,	3.373
1.116,	0.8944,	1.578,	0.1,	-269.6,	7.301,	2.934
1.337,	0.8944,	1.578,	0.1,	-269.3,	6.768,	2.503
1.558,	0.8944,	1.578,	0.1,	-269.8,	7.353,	2.856
1.779,	0.8944,	1.578,	0.1,	-269.5,	7.173,	2.505
2.0,	0.8944,	1.578,	0.1,	-270.2,	7.718,	2.943
0.01,	1.116,	1.578,	0.1,	-265.2,	3.323,	1.31
0.2311,	1.116,	1.578,	0.1,	-266.6,	4.212,	2.455
0.4522,	1.116,	1.578,	0.1,	-268.1,	5.518,	3.052
0.6733,	1.116,	1.578,	0.1,	-268.7,	6.236,	3.133
0.8944,	1.116,	1.578,	0.1,	-268.4,	5.874,	2.827
1.116,	1.116,	1.578,	0.1,	-269.3,	6.815,	2.73
1.337,	1.116,	1.578,	0.1,	-268.8,	6.317,	2.868
1.558,	1.116,	1.578,	0.1,	-269.3,	6.807,	2.504
1.779,	1.116,	1.578,	0.1,	-269.3,	6.988,	2.716
2.0,	1.116,	1.578,	0.1,	-269.9,	7.379,	2.821
0.01,	1.337,	1.578,	0.1,	-264.3,	2.461,	0.904
0.2311,	1.337,	1.578,	0.1,	-266.7,	4.302,	2.84
